user_id,activity_level,home_type,grooming_preference,time_available,experience_level,preferred_dog_size,PetName,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,avg_weight_z,avg_height_z
929,Moderate,House,Very High,Full-time,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
930,Very Low,Small Apartment,Very High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
931,Low,Small Apartment,Very High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
932,Low,House,Very Low,Full-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
933,Very Low,House,Very Low,Part-time,First-time owner,Small,Lancashire Heeler,0.2,0.6,0.8,0.8,0.8,-1.0784790496453638,-1.3858422889440352
934,Low,Small Apartment,Low,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
935,Very Low,Large Apartment,High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
936,Moderate,Large Apartment,Medium,Part-time,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
937,Very Low,Large Apartment,Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
938,Very Low,Rural,Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
939,Moderate,Rural,Medium,Full-time,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
940,Very Low,House,Very High,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
941,Very Low,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
942,Very High,Large Apartment,High,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
943,Very Low,Small Apartment,Very High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
944,High,Small Apartment,Very High,Part-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
945,Low,Large Apartment,Low,Part-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
946,Low,Rural,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
947,Moderate,Rural,Medium,Part-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
948,Very Low,Large Apartment,Very High,Minimal,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
949,Low,Rural,Very Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
950,Very Low,Rural,Medium,Minimal,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
951,Very Low,Small Apartment,Very Low,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
952,Low,Large Apartment,Low,Limited,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
953,Very High,House,Low,Full-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
954,Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
955,High,Rural,Low,Part-time,First-time owner,Medium,American Eskimo Dog,0.4,0.6,0.8,1.0,1.0,-0.8586966185119436,-0.8715473499633525
956,Very Low,Large Apartment,Very Low,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
957,Very High,House,Very High,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
958,Very Low,Rural,Very High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
959,Very Low,Small Apartment,Very High,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
960,Very High,Small Apartment,Very High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
961,Low,House,Medium,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
962,High,Rural,Low,Part-time,Expert,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
963,Very Low,Large Apartment,Low,Part-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
964,High,Small Apartment,Medium,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
965,Very Low,Rural,High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
966,Very High,House,High,Full-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
967,Low,Large Apartment,Very Low,Minimal,First-time owner,Small,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
968,Very Low,Small Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
969,Low,Rural,Very High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
970,Low,Small Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
971,High,House,Low,Part-time,Experienced,Medium,American Eskimo Dog,0.4,0.6,0.8,1.0,1.0,-0.8586966185119436,-0.8715473499633525
972,Very Low,Rural,Low,Full-time,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
973,Low,House,High,Full-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
974,Moderate,House,Medium,Full-time,Experienced,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
975,Low,Small Apartment,High,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
976,High,Large Apartment,Medium,Full-time,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
977,Low,House,Very High,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
978,Moderate,Small Apartment,Very High,Limited,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
979,Very Low,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
980,Low,Rural,Very Low,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
981,Low,House,Low,Part-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
982,Very Low,Small Apartment,Very Low,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
983,Moderate,Rural,Very Low,Full-time,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
984,Low,Large Apartment,Medium,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
985,Very Low,Rural,Very High,Full-time,Experienced,Medium,Miniature Schnauzer,1.0,0.2,0.6,1.0,0.6,-1.005218239267557,-1.0429789962902465
986,Very Low,Rural,Very High,Part-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
987,Moderate,Small Apartment,Very Low,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
988,Low,House,Medium,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
989,Very High,Rural,Low,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
990,Low,Rural,Medium,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
991,Very Low,Large Apartment,Very High,Full-time,Expert,Small,Bichon Frise,1.0,0.2,0.6,0.6,1.0,-1.0198704013431183,-1.471558112107482
992,High,House,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
993,Low,House,High,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
994,Low,House,Very High,Full-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
995,Very Low,House,Very High,Full-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
996,Low,House,Medium,Full-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
997,Low,Small Apartment,Very Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
998,Low,Large Apartment,Medium,Minimal,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
999,Very Low,House,Medium,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
1000,Very Low,House,Very High,Minimal,Expert,Medium,Lapponian Herder,0.4,0.6,0.6,1.0,0.4,0.59186742696863,-0.0143891183288821
